full_sample_id,surface.area.cm2,date
POC-482-20220517,33.233888165776385,20220517
POC-483-20220517,15.937161138349072,20220517
POC-466-20220515,16.519852297074436,20220515
POC-480-20220517,16.121168872683413,20220517
POC-471-20220515,21.05870974398801,20220515
POC-469-20220515,19.34130422353423,20220515
POC-481-20220517,28.72569867458524,20220517
POC-478-20220517,20.32267880665068,20220517
POC-475-20220515,10.29425728542951,20220515
POC-467-20220515,11.766319160104178,20220515
POC-477-20220517,19.279968312089434,20220517
POC-484-20220517,18.35992964041779,20220517
POC-473-20220616,23.144130733110472,20220616
POC-480-20220617,21.242717478322355,20220617
POC-468-20220616,24.217509183394064,20220616
POC-466-20220616,13.146377167611675,20220616
POC-476-20220617,14.679774953731116,20220617
POC-474-20220616,44.70370360594988,20220616
POC-477-20220617,45.31706272039765,20220617
POC-479-20220617,46.053093657734955,20220617
POC-475-20220616,41.66757598943327,20220616
POC-484-20220617,72.61154331332379,20220617
POC-471-20220616,21.886744548492516,20220616
POC-481-20220617,48.445194204081325,20220617
POC-469-20220616,44.9183792960066,20220616
POC-472-20220616,29.98308485920314,20220616
POC-485-20220617,15.415805891068464,20220617
POC-483-20220617,25.014876032176197,20220617
POC-467-20220616,39.88883455753483,20220616
POC-470-20220616,49.73324834442171,20220616
POC-478-20220617,27.866995914358334,20220617
POC-482-20220617,36.88337489674069,20220617
POC-470-20220727,19.586647869313346,20220727
POC-475-20220727,16.887867765743145,20220727
POC-471-20220727,29.12438209897629,20220727
POC-483-20220729,39.61282295603331,20220729
POC-469-20220727,30.56577601792859,20220727
POC-467-20220727,17.807906437414793,20220727
POC-472-20220727,32.77386882994056,20220727
POC-468-20220727,39.12213566447504,20220727
POC-480-20220729,41.36089643220955,20220729
POC-481-20220729,22.469435707217883,20220729
POC-466-20220727,34.67528208472866,20220727
POC-484-20220729,55.03880468439494,20220729
POC-485-20220729,27.774992047191162,20220729
POC-482-20220729,26.824285419797143,20220729
POC-175-NA,27.866995914358334,NA
POC-479-20220729,31.42447877815544,20220729
POC-477-20220729,20.44535062954025,20220729
POC-476-20220729,37.1593864982422,20220729
POC-474-20220727,24.677528519229917,20220727
POC-473-20220727,31.14846717665398,20220727
POC-478-20220729,21.917412504214887,20220729
POC-467-20220811,74.51295656811183,20220811
POC-475-20220811,47.58649144385448,20220811
POC-483-20220812,26.548273818295634,20220812
POC-474-20220811,39.306143398809375,20220811
POC-471-20220811,44.397024048726,20220811
POC-482-20220812,21.426725212656667,20220812
POC-466-20220811,56.66420633768157,20220811
POC-477-20220812,41.88225167949009,20220812
POC-470-20220811,61.20306378459501,20220811
POC-485-20220812,50.469279281758965,20220812
POC-484-20220812,32.55919313988385,20220812
POC-479-20220812,68.37936542363407,20220812
POC-478-20220812,47.4944875766872,20220812
POC-480-20220812,46.60511686073792,20220812
POC-476-20220812,23.42014233461196,20220812
POC-481-20220812,20.261342895205907,20220812
POC-472-20220811,43.292977642719904,20220811
POC-468-20220811,48.35319033691415,20220811
POC-473-20220811,30.903123530874844,20220811
POC-469-20220811,45.43973454328719,20220811
POC-470-20220917,34.705950040451086,20220917
POC-468-20220917,58.902967105415975,20220917
POC-472-20220917,50.99063452903967,20220917
POC-473-20220917,57.33890136357414,20220917
POC-467-20220917,39.18347157591978,20220917
POC-466-20220917,23.910829626170177,20220917
POC-474-20220917,70.15810685553262,20220917
POC-471-20220917,34.705950040451086,20220917
POC-475-20220917,7.779484916193622,20220917
POC-469-20220917,58.872299149693546,20220917
POC-483-20220930,39.58215500031094,20220930
POC-478-20220930,31.82316220254649,20220930
POC-479-20220930,36.85270694101832,20220930
POC-484-20220930,30.74978375226287,20220930
POC-480-20220930,31.88449811399129,20220930
POC-485-20220930,32.25251358265997,20220930
POC-481-20220930,25.965582659570245,20220930
POC-482-20220930,58.56561959246972,20220930
POC-476-20220930,30.596443973650963,20220930
POC-477-20220930,26.517605862573234,20220930
POC-474-20221015,43.354313554164754,20221015
POC-469-20221015,45.96108979056784,20221015
POC-472-20221015,49.7332483444216,20221015
POC-470-20221015,61.32573560748461,20221015
POC-467-20221015,65.00589029417131,20221015
POC-473-20221015,36.45402351662726,20221015
POC-471-20221015,65.15923007278322,20221015
POC-475-20221015,41.51423621082135,20221015
POC-468-20221015,45.746414100511075,20221015
POC-466-20221015,45.68507818906633,20221015
POC-479-20221017,71.9675162431536,20221017
POC-477-20221017,82.33328527732108,20221017
POC-480-20221017,58.99497097258304,20221017
POC-485-20221017,30.289764416427026,20221017
POC-484-20221017,73.04089469343721,20221017
POC-483-20221017,53.444070986830724,20221017
POC-476-20221017,49.11988922997389,20221017
POC-482-20221017,32.09917380404806,20221017
POC-478-20221017,27.621652268579254,20221017
POC-481-20221017,37.15938649824214,20221017
POC-471-20221111,28.4190191173613,20221111
POC-475-20221111,33.479231811555444,20221111
POC-474-20221111,28.909706408919583,20221111
POC-469-20221111,25.597567190901565,20221111
POC-467-20221111,15.630481581125188,20221111
POC-466-20221111,55.56015993167553,20221111
POC-468-20221111,49.08922127425152,20221111
POC-470-20221111,45.041051118896135,20221111
POC-473-20221111,29.4617296119226,20221111
POC-472-20221111,34.27659866033766,20221111
POC-485-20221110,53.382735075385874,20221110
POC-477-20221110,25.10687989934334,20221110
POC-480-20221110,41.05421687498561,20221110
POC-482-20221110,40.53286162770496,20221110
POC-483-20221110,29.49239756764497,20221110
POC-484-20221110,48.29185442546941,20221110
POC-478-20221110,43.10896990838562,20221110
POC-481-20221110,25.8429108366807,20221110
POC-476-20221110,46.359773214958835,20221110
POC-479-20221110,87.24015819290331,20221110
